fpr,tpr
0.0,0.0
0.0,0.0027247956403269754
0.0,0.18528610354223432
0.002824858757062147,0.18528610354223432
0.002824858757062147,0.21525885558583105
0.005649717514124294,0.21525885558583105
0.005649717514124294,0.22070844686648503
0.011299435028248588,0.22070844686648503
0.011299435028248588,0.23433242506811988
0.014124293785310734,0.23433242506811988
0.014124293785310734,0.24795640326975477
0.01977401129943503,0.24795640326975477
0.01977401129943503,0.25885558583106266
0.022598870056497175,0.25885558583106266
0.022598870056497175,0.2615803814713896
0.025423728813559324,0.2615803814713896
0.025423728813559324,0.26430517711171664
0.02824858757062147,0.26430517711171664
0.02824858757062147,0.28337874659400547
0.031073446327683617,0.28337874659400547
0.031073446327683617,0.2888283378746594
0.03389830508474576,0.2888283378746594
0.03389830508474576,0.2997275204359673
0.03672316384180791,0.2997275204359673
0.03672316384180791,0.3106267029972752
0.03954802259887006,0.3106267029972752
0.03954802259887006,0.3188010899182561
0.04519774011299435,0.3188010899182561
0.04519774011299435,0.3215258855585831
0.0480225988700565,0.3215258855585831
0.0480225988700565,0.32697547683923706
0.05084745762711865,0.32697547683923706
0.05084745762711865,0.329700272479564
0.05367231638418079,0.329700272479564
0.05367231638418079,0.33242506811989103
0.05649717514124294,0.33242506811989103
0.05649717514124294,0.3460490463215259
0.059322033898305086,0.3460490463215259
0.059322033898305086,0.34877384196185285
0.06497175141242938,0.34877384196185285
0.06497175141242938,0.35967302452316074
0.06779661016949153,0.35967302452316074
0.06779661016949153,0.36239782016348776
0.07344632768361582,0.36239782016348776
0.07344632768361582,0.3651226158038147
0.07627118644067797,0.3651226158038147
0.07627118644067797,0.3760217983651226
0.07909604519774012,0.3760217983651226
0.07909604519774012,0.3869209809264305
0.08192090395480225,0.3869209809264305
0.08192090395480225,0.3978201634877384
0.0847457627118644,0.3978201634877384
0.0847457627118644,0.40054495912806537
0.08757062146892655,0.40054495912806537
0.08757062146892655,0.40599455040871935
0.0903954802259887,0.40599455040871935
0.0903954802259887,0.4087193460490463
0.09322033898305085,0.4087193460490463
0.09322033898305085,0.4141689373297003
0.09887005649717515,0.4141689373297003
0.09887005649717515,0.4250681198910082
0.1016949152542373,0.4250681198910082
0.1016949152542373,0.42779291553133514
0.10734463276836158,0.42779291553133514
0.10734463276836158,0.4550408719346049
0.11016949152542373,0.4550408719346049
0.11016949152542373,0.4768392370572207
0.11299435028248588,0.4768392370572207
0.11299435028248588,0.47956403269754766
0.11581920903954802,0.47956403269754766
0.11581920903954802,0.48501362397820164
0.11864406779661017,0.48501362397820164
0.11864406779661017,0.49318801089918257
0.12146892655367232,0.49318801089918257
0.12146892655367232,0.49591280653950953
0.1271186440677966,0.49591280653950953
0.1271186440677966,0.5040871934604905
0.12994350282485875,0.5040871934604905
0.12994350282485875,0.5095367847411444
0.1440677966101695,0.5095367847411444
0.1440677966101695,0.5122615803814714
0.14689265536723164,0.5122615803814714
0.14689265536723164,0.5258855585831063
0.1497175141242938,0.5258855585831063
0.1497175141242938,0.5340599455040872
0.1553672316384181,0.5340599455040872
0.1553672316384181,0.5367847411444142
0.15819209039548024,0.5367847411444142
0.15819209039548024,0.5395095367847411
0.1638418079096045,0.5395095367847411
0.1638418079096045,0.553133514986376
0.16666666666666666,0.553133514986376
0.16666666666666666,0.555858310626703
0.1694915254237288,0.555858310626703
0.1694915254237288,0.5613079019073569
0.1807909604519774,0.5613079019073569
0.1807909604519774,0.5694822888283378
0.18361581920903955,0.5694822888283378
0.18361581920903955,0.5776566757493188
0.1864406779661017,0.5776566757493188
0.1864406779661017,0.5803814713896458
0.192090395480226,0.5803814713896458
0.192090395480226,0.5831062670299727
0.19491525423728814,0.5831062670299727
0.19491525423728814,0.5912806539509536
0.20056497175141244,0.5912806539509536
0.20056497175141244,0.5940054495912807
0.2062146892655367,0.5940054495912807
0.2062146892655367,0.5967302452316077
0.20903954802259886,0.5967302452316077
0.20903954802259886,0.6021798365122616
0.2175141242937853,0.6021798365122616
0.2175141242937853,0.6049046321525886
0.22033898305084745,0.6049046321525886
0.22033898305084745,0.6076294277929155
0.2231638418079096,0.6076294277929155
0.2231638418079096,0.6158038147138964
0.22598870056497175,0.6158038147138964
0.22598870056497175,0.6212534059945504
0.2344632768361582,0.6212534059945504
0.2344632768361582,0.6267029972752044
0.2401129943502825,0.6267029972752044
0.2401129943502825,0.6321525885558583
0.24293785310734464,0.6321525885558583
0.24293785310734464,0.6403269754768393
0.2457627118644068,0.6403269754768393
0.2457627118644068,0.6457765667574932
0.24858757062146894,0.6457765667574932
0.24858757062146894,0.6512261580381471
0.2514124293785311,0.6512261580381471
0.2514124293785311,0.6566757493188011
0.2542372881355932,0.6566757493188011
0.2542372881355932,0.659400544959128
0.2570621468926554,0.659400544959128
0.2570621468926554,0.6648501362397821
0.2598870056497175,0.6648501362397821
0.2598870056497175,0.6839237057220708
0.2627118644067797,0.6839237057220708
0.2627118644067797,0.6866485013623979
0.2655367231638418,0.6866485013623979
0.2655367231638418,0.6920980926430518
0.268361581920904,0.6920980926430518
0.268361581920904,0.6948228882833788
0.2711864406779661,0.6948228882833788
0.2711864406779661,0.6975476839237057
0.2740112994350282,0.6975476839237057
0.2740112994350282,0.7029972752043597
0.2768361581920904,0.7029972752043597
0.2768361581920904,0.7057220708446866
0.2796610169491525,0.7057220708446866
0.2796610169491525,0.7111716621253406
0.288135593220339,0.7111716621253406
0.288135593220339,0.7138964577656676
0.2966101694915254,0.7138964577656676
0.2966101694915254,0.7166212534059946
0.3022598870056497,0.7166212534059946
0.3022598870056497,0.7329700272479565
0.3050847457627119,0.7329700272479565
0.3050847457627119,0.7356948228882834
0.307909604519774,0.7356948228882834
0.307909604519774,0.7411444141689373
0.3135593220338983,0.7411444141689373
0.3135593220338983,0.7520435967302452
0.3220338983050847,0.7520435967302452
0.3220338983050847,0.7547683923705722
0.327683615819209,0.7547683923705722
0.327683615819209,0.7574931880108992
0.3361581920903955,0.7574931880108992
0.3361581920903955,0.7602179836512262
0.3474576271186441,0.7602179836512262
0.3474576271186441,0.7629427792915532
0.3502824858757062,0.7629427792915532
0.3502824858757062,0.7656675749318801
0.3672316384180791,0.7656675749318801
0.3672316384180791,0.7683923705722071
0.3728813559322034,0.7683923705722071
0.3728813559322034,0.771117166212534
0.3813559322033898,0.771117166212534
0.3813559322033898,0.773841961852861
0.384180790960452,0.773841961852861
0.384180790960452,0.782016348773842
0.3870056497175141,0.782016348773842
0.3870056497175141,0.7874659400544959
0.3898305084745763,0.7874659400544959
0.3898305084745763,0.7901907356948229
0.3954802259887006,0.7901907356948229
0.3954802259887006,0.7929155313351499
0.3983050847457627,0.7929155313351499
0.3983050847457627,0.7983651226158038
0.403954802259887,0.7983651226158038
0.403954802259887,0.8201634877384196
0.4067796610169492,0.8201634877384196
0.4067796610169492,0.8256130790190735
